_id,מפתח לפוליגון תכנית,מספר תוכנית,שם תוכנית,שלב תכנוני,יזם תכנון,סמל יישוב,יישוב,תאריך קיום תנאי סף,תאריך פרסום להפקדה ברשומות,תאריך פרסום לאישור ברשומות,קישור לאתר רשות מקרקעי ישראל,קישור לאתר מנהל תכנון,יחד פוטנציאל לשיווק
58,101201,תמל/1048,אשקלון אבן עזרא  מ-7 דרום,תוקף,"רמ""י",7100,אשקלון,12/12/2016,-,02/10/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1050993,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENosGq%2F7Kgjee5R2ly37DeYryFKoW1UATyLwXpNS%2Bg%2BsSdchUrqwmezPl%2F93xk47kwlisJSLP5avR%2BtPE6HOeGh06d3ikltIVWs%3D,3976
59,700501,תמל/1050,"הרחבת נווה שרון - מתחם 10, 12, נתיבות",תוקף,רשות מקומית,246,נתיבות,27/02/2017,-,02/10/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6009769,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENrbgRMse1RWa530tX4bEbrOcylz6fwExjExU7Ee8XKRukL6vl%2FeQLTPiR1Yxuhyf8kTrXzUkPqs6H8oDBzv9uqh7Kn25lpDRaM%3D,600
60,728701,624-0328880,אם בטין - שכונה 1,תוקף,רשות מקומית,1358,אום בטין,08/11/2015,14/06/2016,15/12/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6009099,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENrTaHqmZU9cWJNPcdMao2ExtD000tISaLp9Lv8TBN1JOW4gBGh6P6xTjS3qdLkjSh0wqtHafJXzjFALiFFXZOlIdkd4ANaZi2o%3D,780
61,96001,618-0325803,רהט שכונה 14,תוקף,"רמ""י",1161,רהט,30/05/2016,19/07/2017,12/02/2018,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6009573,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENqD0hzFU%2Fux2L12fZA6rZ6nS0EOcBTo8PfIxUB30pN3a5%2FXkABkvAr2X7YTBh5siJdLJob86y0M%2FgC%2FqOw4sSO9kB4%2FkoVP6Z4%3D,76
62,719501,תמל/1040,רמות יורם,תוקף,רשות מקומית,246,נתיבות,27/02/2017,-,02/10/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6009770,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENqLTi3LHyIL4JcvU7SHi%2FoifdvMvJ2p92EXgGEOxK6GtiXF56%2FHH%2BzCRT%2B4INdgyZ51CjOggk0Rf3Dex9NErqQNTupE3%2FwroV4%3D,5474
63,89101,611-0316067,שדרות-מתחם 9,תוקף,"רמ""י",1031,שדרות,08/10/2015,07/07/2016,23/11/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6009071,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENrGyw6c9u9TnLqMksA5Ve6u7RknP7%2B9L8gSdH%2FuUVHZbv1kvRO4IljdlM%2BNaVLaJux3IPgQ%2BpK3%2FOcBWg2ZiGcuCxUZ6aX5Yhw%3D,629
64,808101,624-0315317,קאסר א-סר שכונות דרומיות,תנאי סף,לא נרשם,1347,קאצר א-סר,07/02/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENqvytzce2dlt4Rgf8LzvHElAc%2Fw%2BfTkhgz1n%2FRgPc0aGE7%2Fqfd3Aoma2cP%2FttZgPBqeb53w%2BARUCcT%2Bkc4pzK38WMiVr464R4k%3D,1700
65,75204,652-0307751,הרחבת שגב שלום-שכונות נחל  צאן- תכנית דרומית (שגב שלום מערב),הפקדה,"רמ""י",1286,שגב שלום,26/05/2016,24/09/2017,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6009375,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENryCBD2USmSE1pbut7HX9k67WAS8EnKchRgEQ%2BNgTE%2B%2BVgICqCTDhpaKH9VUDanY52lVg%2Fm1eEUC00fnijpq%2FIIsOmuHk5%2FUZs%3D,1306
66,95902,תמל/1044,"רהט דרום-שלב ב' - מתחמים 9,10,12",הפקדה,"רמ""י",1161,רהט,25/06/2017,-,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6051417,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENoMXQ%2BXb6gcgvihCc5mQfqvCuVG7odn612IBU4Lpjwmz99rNb8m5GFMcghXzUiw7N92ZYKrr5QtVM9ABFce1BnVP%2FkgL8K6%2BdA%3D,1021
67,91801,תמל/1016,שכונת הרקפות,תוקף,"רמ""י",9000,באר שבע,17/12/2015,-,04/01/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6009118,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENpmq0MYlmjJKKj2SoKOucJsRNKTa32LX68NdMKPLiq6EbH%2FTgH4sp0ye1zZkNCCCSNbcDsqt5IkwHz46b6wBio8BkrxuVhgF74%3D,4148
68,703701,634-0279398,מרכז כפרי נהורה - הרחבה,הפקדה,רשות מקומית,9950,מ.א. לכיש,09/06/2016,29/11/2017,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1051093,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENrxq7X3x44yxCXztH7VzJv7fEhzrQ4nkBgkZPoZk39J8CCAN6p7HdxG5iZeKLiYIq9suptjxGzJ3sOBmU0oC9mNKDrIcSe%2BkY0%3D,35
69,2827402,תמל/1027,אופקים- שכונת חורשת נח,תוקף,משרד הבינוי והשיכון,31,אופקים,03/04/2016,-,28/12/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6009370,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENrgMx%2BlR4q%2FOJ%2BS%2FSuociYhLqtFfibyExf68RL4xnlxgAF1cx%2FfpszB4tDeav9FY1uVV6M2zSwS%2FlsFjn6wUG5A2qif7dUr%2FlE%3D,508
70,88701,631-0274316,הרחבת מרכז שפירא,תוקף,"רמ""י",1098,מרכז שפירא,05/11/2015,24/09/2017,14/01/2018,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1051043,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENoTgmHwZNKuRUDTK%2FmuZIh3qFQHcws%2BSnwFeycnCPjy%2FwRs4dSDyOi%2F6NSScDQYBXktI8qJ3zSQ4eGKN5I6cU%2BpfAW5U%2Fy7PMY%3D,160
71,74602,606-0269266,קרית גת - צפון מתחמים 03-04 שינוי מספר 3,תוקף,"רמ""י",2630,קרית גת,-,25/02/2015,08/07/2015,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1014423,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENqvpiG%2BW0zOmIohlid%2FjwvA6iocfsXzw0X9RQ6W8EbjwSAfIDKn1gE3wKT%2Bmj3g23N6PyDRaJjKhewFCVb85XdjpL9NrTeK7Ck%3D,22
72,91901,תמל/1011,קרית גת מערב,תוקף,"רמ""י",2630,קרית גת,18/11/2015,-,08/11/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1015069,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENpsvkCnyu5B1zp26LfifJRDmYPY2h2ckAT%2Ft9hHw%2FFzA2RjdbaLRnah%2B2UPFEFTETp%2BR2XwdjRDnSwHDaCmcMxirGuLULPdCRI%3D,9366
73,93701,610-0257675,רובע 12- ערד,הפקדה,"רמ""י",2560,ערד,29/05/2016,19/07/2017,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6009374,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENq%2F%2F9bY8kSaaiBTt%2BxubW52vYP9x7MT64VhSClfxIO1xs53f9Zdjcd3pgH1i9MJk2io3HMv2zUFj9ByjO0OpqYBruxa6MdBw5M%3D,1359
74,88001,602-0251942,ברכות המלח - מתחם 1,תנאי סף,"רמ""י",2600,אילת,07/01/2017,-,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6008796,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENqI%2F6WCOW5CFx3TsVxmhNmM5hkdrrZMOlZXsioGm1duOqWglQTlp1kXqtL4w72a6VQjGSAnWGs4eIjQ726L1hg7GwBWW4%2F4gdQ%3D,3137
75,704901,620-0241778,הסדרת מושב כמהין,תנאי סף,רשות מקומית,1291,כמהין,14/11/2016,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENr0SlW57IrYS%2F0Ur4vCczKrUywWjOh1kgAbz%2FlWNhRgOVkRF1XokBLiFLN0KsRfJiqUzbZLOuspznWD5MJfxCZtDxWWxrc8P00%3D,210
76,84402,612-0239418,ירוחם - שכונה משולבת,תוקף,"רמ""י",831,ירוחם,15/04/2015,20/08/2015,22/12/2015,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6008794,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENpE7R83cUs3oa9yhYSdspL6Uf%2F1XoGq89clvJDamZFq8Am%2FE9mvawzgS7wUBKLFnQeK1FoUx6%2BxIau%2BalDVhFLt0lDGOznAUOk%3D,625
77,2889801,612-0230854,שכונת המכתש ירוחם,תוקף,משרד הבינוי והשיכון,831,ירוחם,21/09/2015,11/09/2016,11/01/2018,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6009468,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENrvojy0vHWd2FJsE6KXrpmM6N4Mw8K4xXTvTdcqIwVyET7%2BUV1KopS3O5DtHFJKv68p0ncGMdfrYC0%2BXJOdow5gpHUDBgpXQ5A%3D,478
78,84102,620-0230102,הישוב ניצנית,תנאי סף,"רמ""י",9948,מ.א. רמת נגב,19/03/2015,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENpHY3S9EK7yCYCWYL89kCLxz6UM%2FQ6ojORJRklFmALBhrv5YcEX99lNqLc8BlfC343%2BGiyVIM5zNGrkVEL2RFoylxmFysljacU%3D,1350
79,87501,605-0225284,"שכונת ""פארק הנחל"" - באר שבע",תוקף,"רמ""י",9000,באר שבע,04/02/2015,14/06/2016,28/09/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6009297,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENpPP%2F%2BSyQQAiRojsSfKLfyWJi8%2FsND4hLcmZlALQkCYH7TZF5Bi5JY9ngRcIRivqEs4fiUzbej4QQJ9Q2Em3fDhcrZIjW2Cp9E%3D,912
80,86001,615-0225235,חירן - שכונות צפוניות,תוקף,"רמ""י",1268,מיתר,09/07/2014,07/10/2014,25/12/2014,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6008610,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENpPP%2F%2BSyQQAiXL9%2BWGnArCwFO2SJGk0YMiUqRhp63lIDAGDIcEGyLqtR8eUiH6Pg%2BbWTKmZCAUF8ejuuk9OHuCPNztbwQ%2FSIUI%3D,2324
81,2899601,624-0221374,"השכונה הצפונית, אום בטין",תוקף,משרד הבינוי והשיכון,1358,אום בטין,09/11/2014,26/03/2015,22/12/2015,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6008679,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENr85vLmrRIpfb8DdOwn9haBdX2xo5zVgMHl0ipxqdMbJRuZHT9Qm%2FexPfx7ROpK6nqUyKrGtRKzbVYtCyysiaB%2FerUTd8%2Bn10s%3D,1093
82,410901,606-0218115,רצועת מגורים ממזרח לכביש 40,תוקף,"רמ""י",2630,קרית גת,23/02/2016,26/01/2017,24/09/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1015341,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENqV828vo%2BJ7vVeGgD3fNHpi%2Bi6%2FWdMxdAEROXf9ZhiZ%2Bf9rfp%2FpvDpEgCG4TejzaRmOOq6UykJGEVC3RazjMBKneYfKP53QYB0%3D,90
83,84605,תמל/1006,אשקלון - מתחם מ-7,תוקף,"רמ""י",7100,אשקלון,12/04/2015,-,11/01/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=1014688,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENrZ53afj7nNM0GCfvFhWvWzm%2FzW0FSIElqhXnBOygUiyJJLxLsVrp%2B1Z%2Bc0sCdmObVJ9N3F1hxCEckn4J54XacO%2Bxzq%2FH%2FOo6A%3D,6633
84,710201,620-0188458,קיבוץ משאבי שדה,תנאי סף,רשות מקומית,421,משאבי שדה,20/07/2016,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENrZvh%2FqyFgFX0FSrRuGWa9l01oklPxxB%2BZX9djTAw6BmIv7aYjPC6lMj2tfcoBixYI41qrFJd4LYDGG2uLYO0EFIfh6GIO2RHY%3D,464
85,808601,652-0173831,שכונה 16 - תל שבע,תנאי סף,לא נרשם,1054,תל שבע,27/05/2015,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENrn80Cr3rDjrSdYFEnjFvvz5KBtEwjM%2BPOm7kmPvDVq3bZvhcICwaeQGoJZVqUj%2FQgdlTS1KfA%2Bl8NLhU7287z1VihozNUFzlc%3D,92
86,402801,652-0173807,תל שבע - שכונה מזרחית,תוקף,"רמ""י",1054,תל שבע,21/04/2015,10/04/2016,27/07/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6008963,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENp9%2B55z7WZFkFYy22luCFzBqTkhd2OMzCTN5lMQdkO0XI07uvZYZsXA9c6dZhJaT5vyLRw1Yc6kCPu56UGf7z6cxrpvQM4md0s%3D,1250
87,76701,607-0166876,שכונה צפון מזרחית דימונה,תוקף,"רמ""י",2200,דימונה,06/07/2014,07/10/2014,10/05/2015,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6008611,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENqJG8KR3MQB4pge7vR6niuZWZoAMvOHYLzZzjgovD1UqA2X3xFuof5XaZFvbXc4KW5ly3L0ZBNQxXN4gaHLwzsiz%2BzHlVT2coQ%3D,1241
88,705801,609-0148007,נתיבות מערב ב',תוקף,רשות מקומית,246,נתיבות,04/09/2014,06/11/2014,04/01/2015,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=6008649,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=CliOXy1vENpaEfkHTIO531mfkfD8bgCWGiG5CDqx75CS%2BDNCqxOOrgl5M4OgjAyAVgBsbq%2BKCrBeJmMKqAAbJpv8094lJofJidl8uw5kpnw%3D,32
89,71102,504-0424937,הר/ 2295 - כפר שמריהו מזרח,תנאי סף,"רמ""י",267,כפר שמריהו,14/09/2016,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=ppnCWTcsST84a78%2FUQ5p%2FoXjNHUOhrUUQ3jXmSkGSgTb%2BBfHsfgXVXGJ25eIuZXOQjNI41%2B3kfo8uqlHgM41iATbEpEpo%2BNt0gJKBGMSc1A%3D,257
90,805801,506-0406942,משולש הבורסה,תנאי סף,דירה להשכיר,8600,רמת גן,11/09/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=ppnCWTcsST9ENBxuKniVHICiikawqf2NcEM%2BFWUIyUBFUV8P%2Fz6LKoH6PbM6LGEbdRtl9Lj68WfDOuB2r4ldnyMk1zgxWHAA7EGdVa8zgAo%3D,350
91,804301,554-0396713,שבעת הנוטרים מאא/ 249/ א,הפקדה,דירה להשכיר,565,אזור,15/09/2016,28/08/2017,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=5050036,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=ppnCWTcsST9m9Rt0v%2F0JwsLN6fGns8N3aJvWcCWofRsMtNPiTMzHtHc9ncMuY33z5QbuZ%2B30ga%2B9lBPTTZIaK1hk3O6Bt3i%2Br5ZWZFLYg4I%3D,116
92,719201,552-0284398,"התחדשות עירונית מתחם ""רח' העצמאות אור יהודה""",תוקף,רשות מקומית,2400,אור יהודה,01/03/2015,26/08/2015,01/09/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=5009223,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=ppnCWTcsST%2BkV7ivtdV7yNE0WC%2FRZhp0ymJo%2F%2F8fQxao7eq3gRKXQSq8E%2BcoDApxS5Q6kaMmXCAyhq6HEBECcJ9MrE6TiltWgADHjk78W60%3D,62
93,33401,507-0270199,תא/2725 - מכבי יפו,תוקף,"רמ""י",5000,תל אביב-יפו,18/02/2016,15/12/2016,13/12/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=5009491,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=ppnCWTcsST%2BnYg4NVA2cwn3ek2pS0iX64VhbQ4mU47UFHYtOluVF1pkciifws2leeJVrKiMNvsFTt6bvbDo%2FZ0fxS%2Be%2B8O12e2CnvLaQCMs%3D,649
94,717401,508-0255349,שכונת צומת סביון-קרית אונו,תוקף,רשות מקומית,2620,קרית אונו,14/05/2015,13/10/2016,13/12/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=5009458,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=ppnCWTcsST8HJphoyVBYXyJkBEtiYh%2F7gApgEvAf5NgBnxBPlwPb6Q5IJfPwopUwlB2idgwaEmn%2F2P9zfeQbyKhDgKw2DLn68IOSw%2BppBZw%3D,505
95,72901,504-0251637,מתחם הכוכבים  - הר/מק/1985 ב',תוקף,"רמ""י",6400,הרצליה,22/04/2013,21/01/2015,08/12/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=5009098,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=ppnCWTcsST8W3VE%2FiRu2Bm%2B%2F8jid9DO6p%2F%2BwquCQOP6nNv4EW08DmkKNjiQgAF4kawOTdBsHiuK5yidHwrLpbGFGc%2BTsQZNVzDk5B8fsnMU%3D,1053
96,34801,תמל/1004/א,אפולוניה - גן לאומי ושכונת מגורים,תוקף,"רמ""י",6400,הרצליה,20/01/2015,-,21/08/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=5009258,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=ppnCWTcsST%2B6MeYeQ1%2B3WLps0vYPRIQyUcrf2DpxhONfHC1ite6u67QSUFxAIGMaSyPcg6sUhKQUdCV6LuV57mmTbjwY%2Fe82poA9iKcY9lY%3D,2853
97,803902,507-0216960,תא/4245 - מתחם הורודצקי,הפקדה,"רמ""י",5000,תל אביב-יפו,12/09/2016,18/06/2017,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=5009625,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=ppnCWTcsST%2FqEAX0ftdHdMRbpa80ztiLYuhQtOwbGroPTfeBSD%2FcssGtlyKsRpjLi46cPMW6vJ5nAapm%2BEyYxrPgOTDCRr0kchFAjg4YjrQ%3D,813
98,71502,תמל/1002,תל השומר צפון,תוקף,"רמ""י",8600,רמת גן,29/11/2014,-,19/01/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=5009186,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=ppnCWTcsST9v%2BypcPXOXdJrO6VCRbDjml6D1Mdu3vZlhEu4QWisL6%2BXhPbnLHf%2B0R3FuBG0v794ChKQ28u6cw3YIllGimoKmCBpfH%2BAcEwY%3D,1124
99,804101,552-0147272,נווה רבין מערב- שוק גולדמן,תוקף,דירה להשכיר,2400,אור יהודה,27/03/2016,29/05/2017,13/12/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=5009588,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=ppnCWTcsST%2BTvlVr%2BIzukOqiRNGGT%2BhgcS771qEEegBu%2FFzhRh%2FKEneW3pcXNc%2BiPhyS8Ju6Rj6ePUuyrBH5MIjYojI6e4ViLjbI2MrA3LU%3D,230
100,719401,507-0141317,"ת""א 4100 - נווה עופר החדשה (נס לגויים)",תוקף,רשות מקומית,5000,תל אביב-יפו,09/03/2015,20/04/2016,22/01/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=5009359,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=ppnCWTcsST9dvG3ufzN3q3RFOA%2BRGjE7C4girqhSpOkQi1lGSXuOUeosUx4pf%2BJ2gBhEwkrvCPR5a%2B2o7XqpSzv1l7uKDLtNvdsR0z0WCjY%3D,843
101,72801,553-0116335,"רש/ 1084, רצועת הנופש מזרח - אזור א'",תוקף,"רמ""י",2650,רמת השרון,08/01/2015,30/03/2016,23/01/2018,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=5009345,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=ppnCWTcsST%2BMWrFTvXiY6QkKOtFe%2FbB4IOPQokRMK4%2B0ct5mvd6DIxGDnsTc44Bz2EBrxGGknF7E4n6n0vdilCZFLxONDEYratD78rXArUc%3D,3554
102,90401,259-0100495,ג/22786 שכונה מערבית טובא זנגריה,הפקדה,"רמ""י",962,טובא-זנגריה,31/08/2016,13/12/2017,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=2051579,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=ppnCWTcsST8Kas0U8TKH3m1WYvbLrfaObZjAr%2F86eg6j3HC5fk7zuSuYOTnym659XQyyks9WH%2BRb5RoA0r%2FfXfBUFc2FnjsNJoGhC9k%2FIho%3D,296
103,736301,427-0397299,צפון גבעת שמואל - שינוי לתכנית ממ/950 ותכנית ממ/3074,תנאי סף,רשות מקומית,681,גבעת שמואל,30/07/2017,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=Ug8KAJ9RokxE1TWcZRYDHyzipBj%2Fp9QnMRYcO9KaYyU651%2Bsi8zbhxMdSDjojU4%2FeFchYwxqspw6HLxw9kFpwNWQWWocJGEoUf77cDlgDp0%3D,650
104,93301,415-0369983,אצטדיון רמלה - שכונת מגורים,תנאי סף,"רמ""י",8500,רמלה,30/11/2016,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=Ug8KAJ9RokxqAKJaoKkiRC4usSCPdqOoa6dw6g6yrZ5HUEuNM%2BA5AEzVbxbBpumM7oM6K0yZFGE3%2Bl%2BH3lzBjVgF8VwvCU7ZEsylT4evblw%3D,500
105,2904301,451-0359331,כפר ברא שכונה מזרחית,תנאי סף,משרד הבינוי והשיכון,633,כפר ברא,01/01/2018,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=Ug8KAJ9Rokzvx3yKK1qAsuGnB%2BnHmpY9QLR8zuWWCZ9zEHYA0vQ8KKDw1rtJmCHo%2BmcUP%2FNCZVyhmoEQQ6jClIbG9krU%2FZ3oXVukSCZVgDc%3D,613
106,2908101,תמל/1086,"התחדשות עירונית קרית משה, רחובות",תנאי סף,משרד הבינוי והשיכון,8400,רחובות,21/01/2018,-,-,,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=Ug8KAJ9RokzresglDOO4Q%2BgJhqBtytTaxJ34R6gPZEi%2BEtx8qPYf3ZOMa0mFQ5yvo%2FppkbjK7RumCKLjxJYdt9roqMZRg4EDOfCdpwZQUNA%3D,6859
107,804701,תמל/1007,תמל 1007,תוקף,דירה להשכיר,1304,שהם,13/05/2015,-,07/07/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=4023293,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=Ug8KAJ9Rokx5JfWU5mmAivmoTw33c7hkLMn3t7yg%2Fih1y00IgKfbE3BH1oezFb4RklO37MpamQrFHaIbk3qlCe0Yz1v66xeGDuOk6OaIi0s%3D,90
108,716201,420-0241646,מד/11 מודיעין -שכונת מורשת,תוקף,רשות מקומית,1200,מודיעין-מכבים-רעות,20/06/2016,27/10/2016,02/03/2017,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=4023613,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=Ug8KAJ9RokydLCAsl8d5syIwFOgRSQTjK6P9ayRjd%2BDIoKZoF1%2Bc8tsfEV0m5RyHI6VqHT4ciMtZOZebB8jTAakPQWdbL6O0IC2lr8cvNv8%3D,59
109,75902,499-0241307,צריפין - מתחם 3,הפקדה,"רמ""י",2530,באר יעקב,24/01/2017,15/08/2017,-,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=4050080,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=Ug8KAJ9Rokw7pDR9vxiMF5rX4VPVfQ6ehxPU9kUzBV5yknxSu0v2xkWgd9IXn%2B43BEARYPRQ%2FQMcpyjChbeyqCLhPrYc%2F2YPTFc3TVWrRBY%3D,3000
110,40201,404-0237081,"מע""ר יבנה",תוקף,"רמ""י",2660,יבנה,17/11/2014,17/09/2015,23/11/2016,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=4023187,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=Ug8KAJ9RokzA7h6v6w3RkUNG1Jk6jyxanH77YOyZHSmFqnSeu5fyCHjM98YvkiBBAMGgV801EdTBcs9YHm4ORSYiuscG9EJVPY5014S9oQU%3D,136
111,732501,451-0222273,תכנית ק/262 -איחוד וחלוקה מחדש,תוקף,רשות מקומית,634,כפר קאסם,-,13/03/2016,09/01/2018,http://apps.land.gov.il/IturTabot2/taba2.aspx?tochnitId=4023415,http://mavat.moin.gov.il/MavatPS/Forms/SV4.aspx?tid=4&mp_id=Ug8KAJ9RokwyMwjuoWY80Abz1IcJDc6x5ftdmvdnVoaOW%2BcxXGYtSWpXbGb74JQe2tEBjoyZpcPpYd2ZSjP9efWmZV%2FtA8tVTi%2BWN1QLd28%3D,159
