_id,טבלה,סמל_ישוב,שם_ישוב,שם_ישוב_לועזי,סמל_נפה,שם_נפה,סמל_לשכת_מנא,לשכה,סמל_מועצה_איזורית,שם_מועצה
611,טבלת ישובים    ,316,כפר נטר                  ,KEFAR NETTER             ,41,השרון               ,41,נתניה                    ,19,חוף השרון
612,טבלת ישובים    ,345,כפר סאלד                 ,KEFAR SZOLD              ,21,צפת                 ,21,צפת                      ,1,הגליל העליון
613,טבלת ישובים    ,6900,כפר סבא                  ,KEFAR SAVA               ,42,פתח תקווה           ,47,כפר סבא                  ,0,
614,טבלת ישובים    ,107,כפר סילבר                ,KEFAR SILVER             ,61,אשקלון              ,61,אשקלון                   ,36,חוף אשקלון
615,טבלת ישובים    ,249,כפר סירקין               ,KEFAR SIRKIN             ,42,פתח תקווה           ,42,פתח תקוה                 ,20,דרום השרון
616,טבלת ישובים    ,875,כפר עבודה                ,KEFAR AVODA              ,41,השרון               ,41,נתניה                    ,18,לב השרון
617,טבלת ישובים    ,845,כפר עזה                  ,KEFAR AZZA               ,61,אשקלון              ,61,אשקלון                   ,37,שער הנגב
618,טבלת ישובים    ,3488,כפר עציון                ,KEFAR EZYON              ,76,בית לחם             ,11,ירושלים                  ,76,גוש עציון
619,טבלת ישובים    ,189,כפר פינס                 ,KEFAR PINES              ,32,חדרה                ,32,חדרה                     ,14,מנשה
620,טבלת ישובים    ,634,כפר קאסם                 ,KAFAR QASEM              ,42,פתח תקווה           ,42,פתח תקוה                 ,0,
621,טבלת ישובים    ,388,כפר קיש                  ,KEFAR KISH               ,22,כנרת                ,22,טבריה                    ,3,הגליל התחתון
622,טבלת ישובים    ,654,כפר קרע                  ,KAFAR QARA               ,32,חדרה                ,32,חדרה                     ,0,
623,טבלת ישובים    ,579,כפר ראש הנקרה            ,KEFAR ROSH HANIQRA       ,24,עכו                 ,24,עכו                      ,4,מטה אשר
624,טבלת ישובים    ,1130,כפר רוזנואלד )זרעית(     ,KEFAR ROZENWALD(ZAR.     ,24,עכו                 ,24,עכו                      ,52,מעלה יוסף
625,טבלת ישובים    ,295,כפר רופין                ,KEFAR RUPPIN             ,23,עפולה               ,23,עפולה                    ,7,עמק המעיינות
626,טבלת ישובים    ,1166,כפר רות                  ,KEFAR RUT                ,43,רמלה                ,43,רמלה                     ,25,חבל מודיעין
627,טבלת ישובים    ,605,כפר שמאי                 ,KEFAR SHAMMAY            ,21,צפת                 ,21,צפת                      ,2,מרום הגליל
628,טבלת ישובים    ,743,כפר שמואל                ,KEFAR SHEMU'EL           ,43,רמלה                ,43,רמלה                     ,30,גזר
629,טבלת ישובים    ,267,כפר שמריהו               ,KEFAR SHEMARYAHU         ,51,תל אביב             ,57,הרצליה                   ,0,
630,טבלת ישובים    ,47,כפר תבור                 ,KEFAR TAVOR              ,22,כנרת                ,22,טבריה                    ,0,
631,טבלת ישובים    ,3572,כפר תפוח                 ,KEFAR TAPPUAH            ,73,טול כרם             ,48,אריאל                    ,72,שומרון
632,טבלת ישובים    ,38,כרי דשא                  ,KARE DESHE               ,22,כנרת                ,22,טבריה                    ,6,עמק הירדן
633,טבלת ישובים    ,1285,כרכום                    ,KARKOM                   ,22,כנרת                ,21,צפת                      ,55,מבואות החרמון
634,טבלת ישובים    ,664,כרם בן זמרה              ,KEREM BEN ZIMRA          ,21,צפת                 ,21,צפת                      ,2,מרום הגליל
635,טבלת ישובים    ,88,כרם בן שמן               ,KEREM BEN SHEMEN         ,43,רמלה                ,43,רמלה                     ,25,חבל מודיעין
636,טבלת ישובים    ,1094,כרם יבנה )ישיבה(         ,KEREM YAVNE(YESHIVA)     ,44,רחובות              ,44,רחובות                   ,29,חבל יבנה
637,טבלת ישובים    ,580,"כרם מהר""ל                ",KEREM MAHARAL            ,32,חדרה                ,32,חדרה                     ,15,חוף הכרמל
638,טבלת ישובים    ,1085,כרם שלום                 ,KEREM SHALOM             ,62,באר שבע             ,62,באר שבע                  ,38,אשכול
639,טבלת ישובים    ,1264,כרמי יוסף                ,KARME YOSEF              ,43,רמלה                ,43,רמלה                     ,30,גזר
640,טבלת ישובים    ,3766,כרמי צור                 ,KARME ZUR                ,77,חברון               ,11,ירושלים                  ,76,גוש עציון
641,טבלת ישובים    ,1374,כרמי קטיף                ,KARME QATIF              ,61,אשקלון              ,61,אשקלון                   ,50,לכיש
642,טבלת ישובים    ,1139,כרמיאל                   ,KARMI'EL                 ,24,עכו                 ,20,כרמיאל                   ,0,
643,טבלת ישובים    ,768,כרמיה                    ,KARMIYYA                 ,61,אשקלון              ,61,אשקלון                   ,36,חוף אשקלון
644,טבלת ישובים    ,1198,כרמים                    ,KERAMIM                  ,62,באר שבע             ,62,באר שבע                  ,41,בני שמעון
645,טבלת ישובים    ,3656,כרמל                     ,KARMEL                   ,77,חברון               ,11,ירושלים                  ,78,הר חברון
646,טבלת ישובים    ,0,לא רשום                  ,                         ,0,לא ידוע             ,0,                         ,0,
647,טבלת ישובים    ,1207,לבון                     ,LAVON                    ,24,עכו                 ,20,כרמיאל                   ,56,משגב
648,טבלת ישובים    ,585,לביא                     ,LAVI                     ,22,כנרת                ,22,טבריה                    ,3,הגליל התחתון
649,טבלת ישובים    ,1230,לבנים                    ,LIVNIM                   ,22,כנרת                ,22,טבריה                    ,2,מרום הגליל
650,טבלת ישובים    ,2023,להב                      ,LAHAV                    ,62,באר שבע             ,62,באר שבע                  ,41,בני שמעון
651,טבלת ישובים    ,380,להבות הבשן               ,LAHAVOT HABASHAN         ,21,צפת                 ,21,צפת                      ,1,הגליל העליון
652,טבלת ישובים    ,715,להבות חביבה              ,LAHAVOT HAVIVA           ,32,חדרה                ,32,חדרה                     ,14,מנשה
653,טבלת ישובים    ,1271,להבים                    ,LEHAVIM                  ,62,באר שבע             ,62,באר שבע                  ,0,
654,טבלת ישובים    ,7000,לוד                      ,LOD                      ,43,רמלה                ,43,רמלה                     ,0,
655,טבלת ישובים    ,52,לוזית                    ,LUZIT                    ,11,ירושלים             ,13,בית שמש                  ,26,מטה יהודה
656,טבלת ישובים    ,595,לוחמי הגיטאות            ,LOHAME HAGETA'OT         ,24,עכו                 ,24,עכו                      ,4,מטה אשר
657,טבלת ישובים    ,1171,לוטם                     ,LOTEM                    ,24,עכו                 ,20,כרמיאל                   ,56,משגב
658,טבלת ישובים    ,1255,לוטן                     ,LOTAN                    ,62,באר שבע             ,63,אילת                     ,53,חבל אילות
659,טבלת ישובים    ,674,לימן                     ,LIMAN                    ,24,עכו                 ,24,עכו                      ,4,מטה אשר
660,טבלת ישובים    ,24,לכיש                     ,LAKHISH                  ,61,אשקלון              ,61,אשקלון                   ,50,לכיש
661,טבלת ישובים    ,1310,לפיד                     ,LAPPID                   ,43,רמלה                ,43,רמלה                     ,25,חבל מודיעין
662,טבלת ישובים    ,1173,לפידות                   ,LAPPIDOT                 ,24,עכו                 ,24,עכו                      ,52,מעלה יוסף
663,טבלת ישובים    ,1060,לקיה                     ,LAQYE                    ,62,באר שבע             ,62,באר שבע                  ,0,
664,טבלת ישובים    ,2055,מאור                     ,MA'OR                    ,32,חדרה                ,32,חדרה                     ,14,מנשה
665,טבלת ישובים    ,102,מאיר שפיה                ,ME'IR SHEFEYA            ,32,חדרה                ,32,חדרה                     ,15,חוף הכרמל
666,טבלת ישובים    ,771,מבוא ביתר                ,MEVO BETAR               ,11,ירושלים             ,11,ירושלים                  ,26,מטה יהודה
667,טבלת ישובים    ,3569,מבוא דותן                ,MEVO DOTAN               ,71,ג'נין               ,32,חדרה                     ,72,שומרון
668,טבלת ישובים    ,3709,מבוא חורון               ,MEVO HORON               ,74,ראמאללה             ,43,רמלה                     ,73,מטה בנימין
669,טבלת ישובים    ,4204,מבוא חמה                 ,MEVO HAMMA               ,29,גולן                ,22,טבריה                    ,71,גולן
670,טבלת ישובים    ,1141,מבוא מודיעים             ,MEVO MODI'IM             ,43,רמלה                ,43,רמלה                     ,25,חבל מודיעין
671,טבלת ישובים    ,1318,מבואות ים                ,MEVO'OT YAM              ,41,השרון               ,41,נתניה                    ,16,עמק חפר
672,טבלת ישובים    ,1080,מבועים                   ,MABBU'IM                 ,62,באר שבע             ,62,באר שבע                  ,42,מרחבים
673,טבלת ישובים    ,829,מבטחים                   ,MIVTAHIM                 ,62,באר שבע             ,62,באר שבע                  ,38,אשכול
674,טבלת ישובים    ,573,מבקיעים                  ,MAVQI'IM                 ,61,אשקלון              ,61,אשקלון                   ,36,חוף אשקלון
675,טבלת ישובים    ,1015,מבשרת ציון               ,MEVASSERET ZIYYON        ,11,ירושלים             ,11,ירושלים                  ,0,
676,טבלת ישובים    ,516,מג'ד אל-כרום             ,MAJD AL-KURUM            ,24,עכו                 ,24,עכו                      ,0,
677,טבלת ישובים    ,4201,מג'דל שמס                ,MAJDAL SHAMS             ,29,גולן                ,21,צפת                      ,0,
678,טבלת ישובים    ,481,מגאר                     ,MUGHAR                   ,22,כנרת                ,22,טבריה                    ,0,
679,טבלת ישובים    ,689,מגדים                    ,MEGADIM                  ,32,חדרה                ,32,חדרה                     ,15,חוף הכרמל
680,טבלת ישובים    ,65,מגדל                     ,MIGDAL                   ,22,כנרת                ,22,טבריה                    ,0,
681,טבלת ישובים    ,874,מגדל העמק                ,MIGDAL HAEMEQ            ,23,עפולה               ,23,עפולה                    ,0,
682,טבלת ישובים    ,3561,מגדל עוז                 ,MIGDAL OZ                ,76,בית לחם             ,11,ירושלים                  ,76,גוש עציון
683,טבלת ישובים    ,3751,מגדלים                   ,MIGDALIM                 ,72,שכם                 ,48,אריאל                    ,72,שומרון
684,טבלת ישובים    ,586,מגידו                    ,MEGIDDO                  ,23,עפולה               ,23,עפולה                    ,13,מגידו
685,טבלת ישובים    ,375,מגל                      ,MAGGAL                   ,32,חדרה                ,32,חדרה                     ,14,מנשה
686,טבלת ישובים    ,695,מגן                      ,MAGEN                    ,62,באר שבע             ,62,באר שבע                  ,38,אשכול
687,טבלת ישובים    ,1155,מגן שאול                 ,MAGEN SHA'UL             ,23,עפולה               ,23,עפולה                    ,8,הגלבוע
688,טבלת ישובים    ,722,מגשימים                  ,MAGSHIMIM                ,42,פתח תקווה           ,42,פתח תקוה                 ,20,דרום השרון
689,טבלת ישובים    ,2029,מדרך עוז                 ,MIDRAKH OZ               ,23,עפולה               ,23,עפולה                    ,13,מגידו
690,טבלת ישובים    ,1140,מדרשת בן גוריון          ,MIDRESHET BEN GURION     ,62,באר שבע             ,62,באר שבע                  ,48,רמת נגב
691,טבלת ישובים    ,897,מדרשת רופין              ,MIDRESHET RUPPIN         ,41,השרון               ,41,נתניה                    ,16,עמק חפר
692,טבלת ישובים    ,3797,מודיעין עילית            ,MODI'IN ILLIT            ,74,ראמאללה             ,11,ירושלים                  ,0,
693,טבלת ישובים    ,1200,מודיעין-מכבים-רעות       ,MODI'IN-MAKKABBIM-RE     ,43,רמלה                ,43,רמלה                     ,0,
694,טבלת ישובים    ,269,מולדת                    ,MOLEDET                  ,23,עפולה               ,23,עפולה                    ,8,הגלבוע
695,טבלת ישובים    ,208,מוצא עילית               ,MOZA ILLIT               ,11,ירושלים             ,11,ירושלים                  ,26,מטה יהודה
696,טבלת ישובים    ,635,מוקייבלה                 ,MUQEIBLE                 ,23,עפולה               ,23,עפולה                    ,8,הגלבוע
697,טבלת ישובים    ,1163,מורן                     ,MORAN                    ,24,עכו                 ,20,כרמיאל                   ,56,משגב
698,טבלת ישובים    ,1178,מורשת                    ,MORESHET                 ,24,עכו                 ,20,כרמיאל                   ,56,משגב
699,טבלת ישובים    ,606,מזור                     ,MAZOR                    ,42,פתח תקווה           ,42,פתח תקוה                 ,25,חבל מודיעין
700,טבלת ישובים    ,28,מזכרת בתיה               ,MAZKERET BATYA           ,44,רחובות              ,44,רחובות                   ,0,
701,טבלת ישובים    ,104,מזרע                     ,MIZRA                    ,23,עפולה               ,23,עפולה                    ,9,עמק יזרעאל
702,טבלת ישובים    ,517,מזרעה                    ,MAZRA'A                  ,24,עכו                 ,24,עכו                      ,0,
703,טבלת ישובים    ,3599,מחולה                    ,MEHOLA                   ,75,ירדן )יריחו(        ,23,עפולה                    ,75,ערבות הירדן
704,טבלת ישובים    ,1411,מחנה הילה                ,MAHANE HILLA             ,44,רחובות              ,46,ראשון לציון              ,27,גן רווה
705,טבלת ישובים    ,1418,מחנה טלי                 ,MAHANE TALI              ,62,באר שבע             ,62,באר שבע                  ,48,רמת נגב
706,טבלת ישובים    ,1413,מחנה יהודית              ,MAHANE YEHUDIT           ,23,עפולה               ,23,עפולה                    ,9,עמק יזרעאל
707,טבלת ישובים    ,1416,מחנה יוכבד               ,MAHANE YOKHVED           ,62,באר שבע             ,63,אילת                     ,53,חבל אילות
708,טבלת ישובים    ,1415,מחנה יפה                 ,MAHANE YAFA              ,62,באר שבע             ,62,באר שבע                  ,42,מרחבים
709,טבלת ישובים    ,1196,מחנה יתיר                ,MAHANE YATTIR            ,62,באר שבע             ,62,באר שבע                  ,0,
710,טבלת ישובים    ,1414,מחנה מרים                ,MAHANE MIRYAM            ,61,אשקלון              ,61,אשקלון                   ,33,באר טוביה
711,טבלת ישובים    ,1412,מחנה תל נוף              ,MAHANE TEL NOF           ,44,רחובות              ,44,רחובות                   ,28,ברנר
712,טבלת ישובים    ,308,מחניים                   ,MAHANAYIM                ,21,צפת                 ,21,צפת                      ,1,הגליל העליון
713,טבלת ישובים    ,776,מחסיה                    ,MAHSEYA                  ,11,ירושלים             ,13,בית שמש                  ,26,מטה יהודה
714,טבלת ישובים    ,43,מטולה                    ,METULA                   ,21,צפת                 ,21,צפת                      ,0,
715,טבלת ישובים    ,822,מטע                      ,MATTA                    ,11,ירושלים             ,13,בית שמש                  ,26,מטה יהודה
716,טבלת ישובים    ,1128,מי עמי                   ,ME AMMI                  ,32,חדרה                ,32,חדרה                     ,14,מנשה
717,טבלת ישובים    ,2054,מיטב                     ,METAV                    ,23,עפולה               ,23,עפולה                    ,8,הגלבוע
718,טבלת ישובים    ,649,מייסר                    ,MEISER                   ,32,חדרה                ,32,חדרה                     ,14,מנשה
719,טבלת ישובים    ,4019,מיצר                     ,MEZAR                    ,29,גולן                ,22,טבריה                    ,71,גולן
720,טבלת ישובים    ,1282,מירב                     ,MERAV                    ,23,עפולה               ,23,עפולה                    ,7,עמק המעיינות
721,טבלת ישובים    ,607,מירון                    ,MERON                    ,21,צפת                 ,21,צפת                      ,2,מרום הגליל
722,טבלת ישובים    ,731,מישר                     ,MESHAR                   ,44,רחובות              ,44,רחובות                   ,32,גדרות
723,טבלת ישובים    ,1268,מיתר                     ,METAR                    ,62,באר שבע             ,62,באר שבע                  ,0,
724,טבלת ישובים    ,3614,מכורה                    ,MEKHORA                  ,75,ירדן )יריחו(        ,23,עפולה                    ,75,ערבות הירדן
725,טבלת ישובים    ,1343,מכחול                    ,MAKCHUL                  ,62,באר שבע             ,62,באר שבע                  ,69,אל קסום
726,טבלת ישובים    ,382,מכמורת                   ,MIKHMORET                ,41,השרון               ,41,נתניה                    ,16,עמק חפר
727,טבלת ישובים    ,1202,מכמנים                   ,MIKHMANNIM               ,24,עכו                 ,20,כרמיאל                   ,56,משגב
728,טבלת ישובים    ,164,מלאה                     ,MELE'A                   ,23,עפולה               ,23,עפולה                    ,8,הגלבוע
729,טבלת ישובים    ,2044,מלילות                   ,MELILOT                  ,62,באר שבע             ,62,באר שבע                  ,39,שדות נגב
730,טבלת ישובים    ,596,מלכיה                    ,MALKIYYA                 ,21,צפת                 ,21,צפת                      ,1,הגליל העליון
731,טבלת ישובים    ,1154,מלכישוע                  ,MALKISHUA                ,23,עפולה               ,23,עפולה                    ,7,עמק המעיינות
732,טבלת ישובים    ,2030,מנוחה                    ,MENUHA                   ,61,אשקלון              ,61,אשקלון                   ,50,לכיש
733,טבלת ישובים    ,1174,מנוף                     ,MANOF                    ,24,עכו                 ,20,כרמיאל                   ,56,משגב
734,טבלת ישובים    ,1205,מנות                     ,MANOT                    ,24,עכו                 ,24,עכו                      ,52,מעלה יוסף
735,טבלת ישובים    ,48,מנחמיה                   ,MENAHEMYA                ,22,כנרת                ,22,טבריה                    ,7,עמק המעיינות
736,טבלת ישובים    ,347,מנרה                     ,MENNARA                  ,21,צפת                 ,21,צפת                      ,1,הגליל העליון
737,טבלת ישובים    ,994,מנשית זבדה               ,MANSHIYYET ZABDA         ,25,נצרת                ,23,עפולה                    ,9,עמק יזרעאל
738,טבלת ישובים    ,1258,מסד                      ,MASSAD                   ,22,כנרת                ,22,טבריה                    ,3,הגליל התחתון
739,טבלת ישובים    ,263,מסדה                     ,MASSADA                  ,22,כנרת                ,22,טבריה                    ,6,עמק הירדן
740,טבלת ישובים    ,298,מסילות                   ,MESILLOT                 ,23,עפולה               ,23,עפולה                    ,7,עמק המעיינות
741,טבלת ישובים    ,742,מסילת ציון               ,MESILLAT ZIYYON          ,11,ירושלים             ,13,בית שמש                  ,26,מטה יהודה
742,טבלת ישובים    ,748,מסלול                    ,MASLUL                   ,62,באר שבע             ,62,באר שבע                  ,42,מרחבים
743,טבלת ישובים    ,4203,מסעדה                    ,MAS'ADE                  ,29,גולן                ,21,צפת                      ,0,
744,טבלת ישובים    ,939,מסעודין אל-עזאזמה        ,MAS'UDIN AL-'AZAZME      ,62,באר שבע             ,62,באר שבע                  ,0,
745,טבלת ישובים    ,197,מעברות                   ,MA'BAROT                 ,41,השרון               ,41,נתניה                    ,16,עמק חפר
746,טבלת ישובים    ,1082,מעגלים                   ,MA'GALIM                 ,62,באר שבע             ,62,באר שבע                  ,39,שדות נגב
747,טבלת ישובים    ,678,מעגן                     ,MA'AGAN                  ,22,כנרת                ,22,טבריה                    ,6,עמק הירדן
748,טבלת ישובים    ,694,מעגן מיכאל               ,MA'AGAN MIKHA'EL         ,32,חדרה                ,32,חדרה                     ,15,חוף הכרמל
749,טבלת ישובים    ,272,מעוז חיים                ,MA'OZ HAYYIM             ,23,עפולה               ,23,עפולה                    ,7,עמק המעיינות
750,טבלת ישובים    ,3657,מעון                     ,MA'ON                    ,77,חברון               ,11,ירושלים                  ,78,הר חברון
751,טבלת ישובים    ,570,מעונה                    ,ME'ONA                   ,24,עכו                 ,24,עכו                      ,52,מעלה יוסף
752,טבלת ישובים    ,518,מעיליא                   ,MI'ELYA                  ,24,עכו                 ,24,עכו                      ,0,
753,טבלת ישובים    ,416,מעין ברוך                ,MA'YAN BARUKH            ,21,צפת                 ,21,צפת                      ,1,הגליל העליון
754,טבלת ישובים    ,290,מעין צבי                 ,MA'YAN ZEVI              ,32,חדרה                ,32,חדרה                     ,15,חוף הכרמל
755,טבלת ישובים    ,3616,מעלה אדומים              ,MA'ALE ADUMMIM           ,76,בית לחם             ,11,ירושלים                  ,0,
756,טבלת ישובים    ,3608,מעלה אפרים               ,MA'ALE EFRAYIM           ,75,ירדן )יריחו(        ,23,עפולה                    ,0,
757,טבלת ישובים    ,1127,מעלה גלבוע               ,MA'ALE GILBOA            ,23,עפולה               ,23,עפולה                    ,7,עמק המעיינות
758,טבלת ישובים    ,4008,מעלה גמלא                ,MA'ALE GAMLA             ,29,גולן                ,22,טבריה                    ,71,גולן
759,טבלת ישובים    ,286,מעלה החמישה              ,MA'ALE HAHAMISHA         ,11,ירושלים             ,13,בית שמש                  ,26,מטה יהודה
760,טבלת ישובים    ,3752,מעלה לבונה               ,MA'ALE LEVONA            ,74,ראמאללה             ,48,אריאל                    ,73,מטה בנימין
761,טבלת ישובים    ,3651,מעלה מכמש                ,MA'ALE MIKHMAS           ,74,ראמאללה             ,11,ירושלים                  ,73,מטה בנימין
762,טבלת ישובים    ,1327,מעלה עירון               ,MA'ALE IRON              ,32,חדרה                ,23,עפולה                    ,0,
763,טבלת ישובים    ,3653,מעלה עמוס                ,MA'ALE AMOS              ,76,בית לחם             ,11,ירושלים                  ,76,גוש עציון
764,טבלת ישובים    ,3637,מעלה שומרון              ,MA'ALE SHOMERON          ,73,טול כרם             ,48,אריאל                    ,72,שומרון
765,טבלת ישובים    ,1063,מעלות-תרשיחא             ,MA'ALOT-TARSHIHA         ,24,עכו                 ,24,עכו                      ,0,
766,טבלת ישובים    ,344,מענית                    ,MA'ANIT                  ,32,חדרה                ,32,חדרה                     ,14,מנשה
767,טבלת ישובים    ,230,מעש                      ,MA'AS                    ,42,פתח תקווה           ,42,פתח תקוה                 ,20,דרום השרון
768,טבלת ישובים    ,668,מפלסים                   ,MEFALLESIM               ,61,אשקלון              ,61,אשקלון                   ,37,שער הנגב
769,טבלת ישובים    ,3745,מצדות יהודה              ,MEZADOT YEHUDA           ,77,חברון               ,11,ירושלים                  ,78,הר חברון
770,טבלת ישובים    ,325,מצובה                    ,MAZZUVA                  ,24,עכו                 ,24,עכו                      ,4,מטה אשר
771,טבלת ישובים    ,757,מצליח                    ,MAZLIAH                  ,43,רמלה                ,43,רמלה                     ,30,גזר
772,טבלת ישובים    ,58,מצפה                     ,MIZPA                    ,22,כנרת                ,22,טבריה                    ,3,הגליל התחתון
773,טבלת ישובים    ,1222,"מצפה אבי""ב               ",MIZPE AVIV               ,24,עכו                 ,20,כרמיאל                   ,56,משגב
774,טבלת ישובים    ,1370,מצפה אילן                ,MITSPE ILAN              ,32,חדרה                ,32,חדרה                     ,14,מנשה
775,טבלת ישובים    ,3576,מצפה יריחו               ,MIZPE YERIHO             ,75,ירדן )יריחו(        ,11,ירושלים                  ,73,מטה בנימין
776,טבלת ישובים    ,1190,מצפה נטופה               ,MIZPE NETOFA             ,23,עפולה               ,23,עפולה                    ,3,הגליל התחתון
777,טבלת ישובים    ,99,מצפה רמון                ,MIZPE RAMON              ,62,באר שבע             ,62,באר שבע                  ,0,
778,טבלת ישובים    ,3610,מצפה שלם                 ,MIZPE SHALEM             ,75,ירדן )יריחו(        ,11,ירושלים                  ,74,מגילות ים המלח
779,טבלת ישובים    ,648,מצר                      ,MEZER                    ,32,חדרה                ,32,חדרה                     ,14,מנשה
780,טבלת ישובים    ,22,מקווה ישראל              ,MIQWE YISRA'EL           ,53,חולון               ,53,חולון                    ,0,
781,טבלת ישובים    ,843,מרגליות                  ,MARGALIYYOT              ,21,צפת                 ,21,צפת                      ,55,מבואות החרמון
782,טבלת ישובים    ,4101,מרום גולן                ,MEROM GOLAN              ,29,גולן                ,21,צפת                      ,71,גולן
783,טבלת ישובים    ,1340,מרחב עם                  ,MERHAV AM                ,62,באר שבע             ,62,באר שבע                  ,48,רמת נגב
784,טבלת ישובים    ,97,מרחביה )מושב(            ,MERHAVYA(MOSHAV)         ,23,עפולה               ,23,עפולה                    ,9,עמק יזרעאל
785,טבלת ישובים    ,66,מרחביה )קיבוץ(           ,MERHAVYA(QIBBUZ)         ,23,עפולה               ,23,עפולה                    ,9,עמק יזרעאל
786,טבלת ישובים    ,1098,מרכז שפירא               ,MERKAZ SHAPPIRA          ,61,אשקלון              ,61,אשקלון                   ,34,שפיר
787,טבלת ישובים    ,421,משאבי שדה                ,MASH'ABBE SADE           ,62,באר שבע             ,62,באר שבע                  ,48,רמת נגב
788,טבלת ישובים    ,765,משגב דב                  ,MISGAV DOV               ,44,רחובות              ,44,רחובות                   ,32,גדרות
789,טבלת ישובים    ,378,משגב עם                  ,MISGAV AM                ,21,צפת                 ,21,צפת                      ,1,הגליל העליון
790,טבלת ישובים    ,520,משהד                     ,MESHHED                  ,25,נצרת                ,25,נצרת עילית               ,0,
791,טבלת ישובים    ,3605,משואה                    ,MASSU'A                  ,75,ירדן )יריחו(        ,23,עפולה                    ,75,ערבות הירדן
792,טבלת ישובים    ,620,משואות יצחק              ,MASSUOT YIZHAQ           ,61,אשקלון              ,61,אשקלון                   ,34,שפיר
793,טבלת ישובים    ,3785,משכיות                   ,MASKIYYOT                ,75,ירדן )יריחו(        ,11,ירושלים                  ,75,ערבות הירדן
794,טבלת ישובים    ,670,משמר איילון              ,MISHMAR AYYALON          ,43,רמלה                ,43,רמלה                     ,30,גזר
795,טבלת ישובים    ,563,משמר דוד                 ,MISHMAR DAWID            ,43,רמלה                ,43,רמלה                     ,30,גזר
796,טבלת ישובים    ,732,משמר הירדן               ,MISHMAR HAYARDEN         ,21,צפת                 ,21,צפת                      ,55,מבואות החרמון
797,טבלת ישובים    ,395,משמר הנגב                ,MISHMAR HANEGEV          ,62,באר שבע             ,62,באר שבע                  ,41,בני שמעון
798,טבלת ישובים    ,130,משמר העמק                ,MISHMAR HAEMEQ           ,23,עפולה               ,23,עפולה                    ,13,מגידו
799,טבלת ישובים    ,729,משמר השבעה               ,MISHMAR HASHIV'A         ,43,רמלה                ,43,רמלה                     ,40,שדות דן
800,טבלת ישובים    ,194,משמר השרון               ,MISHMAR HASHARON         ,41,השרון               ,41,נתניה                    ,16,עמק חפר
801,טבלת ישובים    ,213,משמרות                   ,MISHMAROT                ,32,חדרה                ,32,חדרה                     ,14,מנשה
802,טבלת ישובים    ,425,משמרת                    ,MISHMERET                ,41,השרון               ,41,נתניה                    ,18,לב השרון
803,טבלת ישובים    ,791,משען                     ,MASH'EN                  ,61,אשקלון              ,61,אשקלון                   ,36,חוף אשקלון
804,טבלת ישובים    ,1315,מתן                      ,MATTAN                   ,42,פתח תקווה           ,42,פתח תקוה                 ,20,דרום השרון
805,טבלת ישובים    ,1184,מתת                      ,MATTAT                   ,24,עכו                 ,24,עכו                      ,52,מעלה יוסף
806,טבלת ישובים    ,3648,מתתיהו                   ,MATTITYAHU               ,74,ראמאללה             ,11,ירושלים                  ,73,מטה בנימין
807,טבלת ישובים    ,4551,נאות גולן                ,NE'OT GOLAN              ,29,גולן                ,22,טבריה                    ,71,גולן
808,טבלת ישובים    ,1124,נאות הכיכר               ,NE'OT HAKIKKAR           ,62,באר שבע             ,62,באר שבע                  ,51,תמר
809,טבלת ישובים    ,408,נאות מרדכי               ,NE'OT MORDEKHAY          ,21,צפת                 ,21,צפת                      ,1,הגליל העליון
810,טבלת ישובים    ,1197,נאות סמדר                ,SHIZZAFON                ,62,באר שבע             ,63,אילת                     ,53,חבל אילות
811,טבלת ישובים    ,524,נאעורה                   ,NA'URA                   ,23,עפולה               ,23,עפולה                    ,8,הגלבוע
812,טבלת ישובים    ,396,נבטים                    ,NEVATIM                  ,62,באר שבע             ,62,באר שבע                  ,41,בני שמעון
813,טבלת ישובים    ,315,נגבה                     ,NEGBA                    ,61,אשקלון              ,61,אשקלון                   ,35,יואב
814,טבלת ישובים    ,3724,נגוהות                   ,NEGOHOT                  ,77,חברון               ,11,ירושלים                  ,78,הר חברון
815,טבלת ישובים    ,309,נהורה                    ,NEHORA                   ,61,אשקלון              ,61,אשקלון                   ,50,לכיש
816,טבלת ישובים    ,80,נהלל                     ,NAHALAL                  ,23,עפולה               ,23,עפולה                    ,9,עמק יזרעאל
817,טבלת ישובים    ,9100,נהריה                    ,NAHARIYYA                ,24,עכו                 ,24,עכו                      ,0,
818,טבלת ישובים    ,4304,נוב                      ,NOV                      ,29,גולן                ,22,טבריה                    ,71,גולן
819,טבלת ישובים    ,55,נוגה                     ,NOGAH                    ,61,אשקלון              ,61,אשקלון                   ,50,לכיש
820,טבלת ישובים    ,1366,נווה                     ,NAVE                     ,62,באר שבע             ,62,באר שבע                  ,38,אשכול
821,טבלת ישובים    ,926,נווה אבות                ,NEWE AVOT                ,32,חדרה                ,32,חדרה                     ,0,
822,טבלת ישובים    ,590,נווה אור                 ,NEWE UR                  ,23,עפולה               ,23,עפולה                    ,7,עמק המעיינות
823,טבלת ישובים    ,4303,"נווה אטי""ב               ",NEWE ATIV                ,29,גולן                ,21,צפת                      ,71,גולן
824,טבלת ישובים    ,405,נווה אילן                ,NEWE ILAN                ,11,ירושלים             ,13,בית שמש                  ,26,מטה יהודה
825,טבלת ישובים    ,296,נווה איתן                ,NEWE ETAN                ,23,עפולה               ,23,עפולה                    ,7,עמק המעיינות
